allotrope,r,elements,G(r),type
alpha,2.435,BB,0,NNP
alpha,2.435,BAg,0.5516640725527766,NNP
alpha,2.435,AgAg,0,NNP
alpha,2.445,BB,0,NNP
alpha,2.445,BAg,0.5748548888277041,NNP
alpha,2.445,AgAg,0,NNP
alpha,2.455,BB,0,NNP
alpha,2.455,BAg,0.5967937876123101,NNP
alpha,2.455,AgAg,0,NNP
alpha,2.465,BB,0,NNP
alpha,2.465,BAg,0.5947304837413677,NNP
alpha,2.465,AgAg,0,NNP
alpha,2.475,BB,0,NNP
alpha,2.475,BAg,0.6233329774621137,NNP
alpha,2.475,AgAg,0,NNP
alpha,2.485,BB,0,NNP
alpha,2.485,BAg,0.6257008321767518,NNP
alpha,2.485,AgAg,0,NNP
alpha,2.495,BB,0,NNP
alpha,2.495,BAg,0.641167182679935,NNP
alpha,2.495,AgAg,0,NNP
alpha,2.505,BB,0,NNP
alpha,2.505,BAg,0.6458747970129293,NNP
alpha,2.505,AgAg,0,NNP
alpha,2.515,BB,0,NNP
alpha,2.515,BAg,0.6458747970129293,NNP
alpha,2.515,AgAg,0,NNP
alpha,2.525,BB,0,NNP
alpha,2.525,BAg,0.6458747970129293,NNP
alpha,2.525,AgAg,2.7170941363876665e-4,NNP
alpha,2.535,BB,0,NNP
alpha,2.535,BAg,0.641167182679935,NNP
alpha,2.535,AgAg,6.032692755341479e-4,NNP
alpha,2.545,BB,0,NNP
alpha,2.545,BAg,0.6359257615175846,NNP
alpha,2.545,AgAg,4.202314968852781e-4,NNP
alpha,2.555,BB,0,NNP
alpha,2.555,BAg,0.6046345670826614,NNP
alpha,2.555,AgAg,0.0014151435114966903,NNP
alpha,2.565,BB,0,NNP
alpha,2.565,BAg,0.5867677715531532,NNP
alpha,2.565,AgAg,0.0015546008666577338,NNP
alpha,2.575,BB,0,NNP
alpha,2.575,BAg,0.5664196171200279,NNP
alpha,2.575,AgAg,0.004067738621122374,NNP
alpha,2.585,BB,0,NNP
alpha,2.585,BAg,0.5637916018138194,NNP
alpha,2.585,AgAg,0.006406322252710442,NNP
alpha,2.595,BB,6.818471990654603e-6,NNP
alpha,2.595,BAg,0.5478953963375232,NNP
alpha,2.595,AgAg,0.00948042721831038,NNP
alpha,2.605,BB,4.517237693808674e-6,NNP
alpha,2.605,BAg,0.5400602358864284,NNP
alpha,2.605,AgAg,0.01327296999191496,NNP
alpha,2.615,BB,4.483145333855401e-6,NNP
alpha,2.615,BAg,0.5141880236223569,NNP
alpha,2.615,AgAg,0.02095172439600729,NNP
alpha,2.625,BB,1.556316231866913e-5,NNP
alpha,2.625,BAg,0.49370726033478113,NNP
alpha,2.625,AgAg,0.0359108500262819,NNP
alpha,2.635,BB,6.615622448932628e-5,NNP
alpha,2.635,BAg,0.4855726061573213,NNP
alpha,2.635,AgAg,0.04617595729629843,NNP
alpha,2.645,BB,6.566188527000382e-5,NNP
alpha,2.645,BAg,0.4669657857917479,NNP
alpha,2.645,AgAg,0.06951344839572327,NNP
alpha,2.655,BB,1.3033509210136273e-4,NNP
alpha,2.655,BAg,0.45008849955328795,NNP
alpha,2.655,AgAg,0.08609806571486249,NNP
alpha,2.665,BB,2.47936687760178e-4,NNP
alpha,2.665,BAg,0.4520866228008563,NNP
alpha,2.665,AgAg,0.11416199900962036,NNP
alpha,2.675,BB,4.1727343964808504e-4,NNP
alpha,2.675,BAg,0.43855546252957006,NNP
alpha,2.675,AgAg,0.14635793752333734,NNP
alpha,2.685,BB,6.839097868426332e-4,NNP
alpha,2.685,BAg,0.43812673136030833,NNP
alpha,2.685,AgAg,0.18783127658914273,NNP
alpha,2.695,BB,0.0010983876529745498,NNP
alpha,2.695,BAg,0.42218669753381244,NNP
alpha,2.695,AgAg,0.2265625354090941,NNP
alpha,2.705,BB,0.0018540959498787762,NNP
alpha,2.705,BAg,0.4000320284097614,NNP
alpha,2.705,AgAg,0.27167222501072374,NNP
alpha,2.715,BB,0.003149162427423758,NNP
alpha,2.715,BAg,0.3735355431063062,NNP
alpha,2.715,AgAg,0.33576171200638344,NNP
alpha,2.725,BB,0.004821102898072197,NNP
alpha,2.725,BAg,0.3646737878370709,NNP
alpha,2.725,AgAg,0.39361745522634456,NNP
alpha,2.735,BB,0.007930121571650977,NNP
alpha,2.735,BAg,0.3646737878370709,NNP
alpha,2.735,AgAg,0.44672723222125005,NNP
alpha,2.745,BB,0.01209315669172512,NNP
alpha,2.745,BAg,0.3646737878370709,NNP
alpha,2.745,AgAg,0.5191628932799104,NNP
alpha,2.755,BB,0.01751302370765665,NNP
alpha,2.755,BAg,0.36300381531407505,NNP
alpha,2.755,AgAg,0.5827017561516092,NNP
alpha,2.765,BB,0.02621907034566414,NNP
alpha,2.765,BAg,0.3646737878370709,NNP
alpha,2.765,AgAg,0.6581373773487089,NNP
alpha,2.775,BB,0.03618730138004169,NNP
alpha,2.775,BAg,0.368129484679744,NNP
alpha,2.775,AgAg,0.7402593976534674,NNP
alpha,2.785,BB,0.05008268249597667,NNP
alpha,2.785,BAg,0.368129484679744,NNP
alpha,2.785,AgAg,0.7786070325322633,NNP
alpha,2.795,BB,0.06689906292034814,NNP
alpha,2.795,BAg,0.368129484679744,NNP
alpha,2.795,AgAg,0.8338515529912964,NNP
alpha,2.805,BB,0.08752272468868136,NNP
alpha,2.805,BAg,0.36256665561592877,NNP
alpha,2.805,AgAg,0.894558850480913,NNP
alpha,2.815,BB,0.11051873741672302,NNP
alpha,2.815,BAg,0.3605848275242039,NNP
alpha,2.815,AgAg,0.9229803756771963,NNP
alpha,2.825,BB,0.13798228117776148,NNP
alpha,2.825,BAg,0.3605848275242039,NNP
alpha,2.825,AgAg,0.9544399793556629,NNP
alpha,2.835,BB,0.16944189272600294,NNP
alpha,2.835,BAg,0.35966443217000904,NNP
alpha,2.835,AgAg,0.9778495234219209,NNP
alpha,2.845,BB,0.20116220855080708,NNP
alpha,2.845,BAg,0.360022925598566,NNP
alpha,2.845,AgAg,1,NNP
alpha,2.855,BB,0.2354479062773751,NNP
alpha,2.855,BAg,0.3605848275242039,NNP
alpha,2.855,AgAg,0.9938367984031204,NNP
alpha,2.865,BB,0.2678275172051356,NNP
alpha,2.865,BAg,0.36336736585996277,NNP
alpha,2.865,AgAg,0.996799221270129,NNP
alpha,2.875,BB,0.2994015938519202,NNP
alpha,2.875,BAg,0.3644900459073873,NNP
alpha,2.875,AgAg,0.9831910887679769,NNP
alpha,2.885,BB,0.32493406111430534,NNP
alpha,2.885,BAg,0.36736810757050464,NNP
alpha,2.885,AgAg,0.9831910887679769,NNP
alpha,2.895,BB,0.34586859406687254,NNP
alpha,2.895,BAg,0.37111486961065815,NNP
alpha,2.895,AgAg,0.9390361009768872,NNP
alpha,2.905,BB,0.34586859406687254,NNP
alpha,2.905,BAg,0.37111486961065815,NNP
alpha,2.905,AgAg,0.9142854420118305,NNP
alpha,2.915,BB,0.34586859406687254,NNP
alpha,2.915,BAg,0.3715312389375558,NNP
alpha,2.915,AgAg,0.8733886428951534,NNP
alpha,2.925,BB,0.34586859406687254,NNP
alpha,2.925,BAg,0.37667769867447337,NNP
alpha,2.925,AgAg,0.8299339634558974,NNP
alpha,2.935,BB,0.3347616611638757,NNP
alpha,2.935,BAg,0.3784122899189175,NNP
alpha,2.935,AgAg,0.7886494728918726,NNP
alpha,2.945,BB,0.30970496983081836,NNP
alpha,2.945,BAg,0.38288165783544137,NNP
alpha,2.945,AgAg,0.7540681163181261,NNP
alpha,2.955,BB,0.27667964960554287,NNP
alpha,2.955,BAg,0.38556136811880853,NNP
alpha,2.955,AgAg,0.6997594709266861,NNP
alpha,2.965,BB,0.24198105930758076,NNP
alpha,2.965,BAg,0.39299308298729535,NNP
alpha,2.965,AgAg,0.6518320454640275,NNP
alpha,2.975,BB,0.20459498532068213,NNP
alpha,2.975,BAg,0.410176605775228,NNP
alpha,2.975,AgAg,0.5893321398882785,NNP
alpha,2.985,BB,0.16865224548476523,NNP
alpha,2.985,BAg,0.4223878584231908,NNP
alpha,2.985,AgAg,0.5574707828124854,NNP
alpha,2.995,BB,0.13587956669292348,NNP
alpha,2.995,BAg,0.4391286024937207,NNP
alpha,2.995,AgAg,0.5086142227210664,NNP
alpha,3.005,BB,0.10766089420509999,NNP
alpha,3.005,BAg,0.45419712643355226,NNP
alpha,3.005,AgAg,0.4528770691549268,NNP
alpha,3.015,BB,0.0854222262072403,NNP
alpha,3.015,BAg,0.4655514786449173,NNP
alpha,3.015,AgAg,0.4076576731005705,NNP
alpha,3.025,BB,0.06703062533740782,NNP
alpha,3.025,BAg,0.47944337995246306,NNP
alpha,3.025,AgAg,0.37081327229594807,NNP
alpha,3.035,BB,0.052544594085282385,NNP
alpha,3.035,BAg,0.49031674411548204,NNP
alpha,3.035,AgAg,0.31581024549026876,NNP
alpha,3.045,BB,0.041569786123284456,NNP
alpha,3.045,BAg,0.4961987334730596,NNP
alpha,3.045,AgAg,0.27596751154968385,NNP
alpha,3.055,BB,0.0327815598516096,NNP
alpha,3.055,BAg,0.5113431141728523,NNP
alpha,3.055,AgAg,0.24442493074489635,NNP
alpha,3.065,BB,0.02654697066369472,NNP
alpha,3.065,BAg,0.539437086650896,NNP
alpha,3.065,AgAg,0.21823053951053492,NNP
alpha,3.075,BB,0.022365031330026486,NNP
alpha,3.075,BAg,0.5551748357841623,NNP
alpha,3.075,AgAg,0.18571559229688706,NNP
alpha,3.085,BB,0.0193918707108615,NNP
alpha,3.085,BAg,0.5767316412593345,NNP
alpha,3.085,AgAg,0.16044615197063122,NNP
alpha,3.095,BB,0.016322313943928638,NNP
alpha,3.095,BAg,0.5942753431816011,NNP
alpha,3.095,AgAg,0.13913265195244365,NNP
alpha,3.105,BB,0.01353642265798698,NNP
alpha,3.105,BAg,0.6091146111357723,NNP
alpha,3.105,AgAg,0.1209987796319279,NNP
alpha,3.115,BB,0.011677519685354791,NNP
alpha,3.115,BAg,0.6159602622958189,NNP
alpha,3.115,AgAg,0.10499023740406643,NNP
alpha,3.125,BB,0.009898529204453076,NNP
alpha,3.125,BAg,0.6448965257603937,NNP
alpha,3.125,AgAg,0.08992698361527156,NNP
alpha,3.135,BB,0.009310435995259117,NNP
alpha,3.135,BAg,0.6718762467198975,NNP
alpha,3.135,AgAg,0.07340024109852418,NNP
alpha,3.145,BB,0.009412321012979475,NNP
alpha,3.145,BAg,0.6897919277169363,NNP
alpha,3.145,AgAg,0.0639445675607549,NNP
alpha,3.155,BB,0.009626574449105817,NNP
alpha,3.155,BAg,0.7058668180055853,NNP
alpha,3.155,AgAg,0.053032726806179036,NNP
alpha,3.165,BB,0.010973648821759517,NNP
alpha,3.165,BAg,0.7313097371984694,NNP
alpha,3.165,AgAg,0.041244512788878654,NNP
alpha,3.175,BB,0.01393496234584074,NNP
alpha,3.175,BAg,0.7654312316328308,NNP
alpha,3.175,AgAg,0.03546202977158861,NNP
alpha,3.185,BB,0.017628750223518036,NNP
alpha,3.185,BAg,0.7735692572218444,NNP
alpha,3.185,AgAg,0.030743257730789435,NNP
alpha,3.195,BB,0.022822601939139344,NNP
alpha,3.195,BAg,0.788273106811937,NNP
alpha,3.195,AgAg,0.02676151781201637,NNP
alpha,3.205,BB,0.030628593228200454,NNP
alpha,3.205,BAg,0.7911494827692774,NNP
alpha,3.205,AgAg,0.022355014032315292,NNP
alpha,3.215,BB,0.040713368995078256,NNP
alpha,3.215,BAg,0.8117864547921805,NNP
alpha,3.215,AgAg,0.015936024403177724,NNP
alpha,3.225,BB,0.05221260268405741,NNP
alpha,3.225,BAg,0.8228070372597167,NNP
alpha,3.225,AgAg,0.011824472929642255,NNP
alpha,3.235,BB,0.06653780322810329,NNP
alpha,3.235,BAg,0.8345339304477797,NNP
alpha,3.235,AgAg,0.010655936507855342,NNP
alpha,3.245,BB,0.0825731788244852,NNP
alpha,3.245,BAg,0.8406041569504458,NNP
alpha,3.245,AgAg,0.009579906798325257,NNP
alpha,3.255,BB,0.1005407900597588,NNP
alpha,3.255,BAg,0.8415655711452122,NNP
alpha,3.255,AgAg,0.007761731530413152,NNP
alpha,3.265,BB,0.12071886468350272,NNP
alpha,3.265,BAg,0.8443087763461765,NNP
alpha,3.265,AgAg,0.006073832675113987,NNP
alpha,3.275,BB,0.14514883616353902,NNP
alpha,3.275,BAg,0.8444953277854883,NNP
alpha,3.275,AgAg,0.004614179024428397,NNP
alpha,3.285,BB,0.16776129279592636,NNP
alpha,3.285,BAg,0.8443087763461765,NNP
alpha,3.285,AgAg,0.004540266626193044,NNP
alpha,3.295,BB,0.19075137345333615,NNP
alpha,3.295,BAg,0.8540869936561272,NNP
alpha,3.295,AgAg,0.003699803632422488,NNP
alpha,3.305,BB,0.209968623096517,NNP
alpha,3.305,BAg,0.8452460287581405,NNP
alpha,3.305,AgAg,0.0028165737164025447,NNP
alpha,3.315,BB,0.22747111226494812,NNP
alpha,3.315,BAg,0.8452460287581405,NNP
alpha,3.315,AgAg,0.002364267027830226,NNP
alpha,3.325,BB,0.24193830748819936,NNP
alpha,3.325,BAg,0.8452460287581405,NNP
alpha,3.325,AgAg,0.0023127840208832743,NNP
alpha,3.335,BB,0.24474129609265757,NNP
alpha,3.335,BAg,0.8444543089449167,NNP
alpha,3.335,AgAg,0.0023730993269904257,NNP
alpha,3.345,BB,0.24474129609265757,NNP
alpha,3.345,BAg,0.8266909033697257,NNP
alpha,3.345,AgAg,0.001444894413931046,NNP
alpha,3.355,BB,0.24474129609265757,NNP
alpha,3.355,BAg,0.8237942989430626,NNP
alpha,3.355,AgAg,8.133850239767869e-4,NNP
alpha,3.365,BB,0.24474129609265757,NNP
alpha,3.365,BAg,0.8235127860783179,NNP
alpha,3.365,AgAg,5.244758698681582e-4,NNP
alpha,3.375,BB,0.2319219380415678,NNP
alpha,3.375,BAg,0.8235127860783179,NNP
alpha,3.375,AgAg,5.286595905229896e-4,NNP
alpha,3.385,BB,0.21430508605167345,NNP
alpha,3.385,BAg,0.8191827698393522,NNP
alpha,3.385,AgAg,3.815320808280885e-4,NNP
alpha,3.395,BB,0.19328465739820405,NNP
alpha,3.395,BAg,0.8080970067484421,NNP
alpha,3.395,AgAg,1.7176497577335207e-4,NNP
alpha,3.405,BB,0.17157864843225432,NNP
alpha,3.405,BAg,0.8073732770682205,NNP
alpha,3.405,AgAg,1.2097925560220534e-4,NNP
alpha,3.415,BB,0.14919624704483161,NNP
alpha,3.415,BAg,0.8039574752622677,NNP
alpha,3.415,AgAg,1.4852208324651146e-4,NNP
alpha,3.425,BB,0.12551078452145492,NNP
alpha,3.425,BAg,0.7917271179488332,NNP
alpha,3.425,AgAg,1.546814497661242e-4,NNP
alpha,3.435,BB,0.10457555267550875,NNP
alpha,3.435,BAg,0.7884546011339181,NNP
alpha,3.435,AgAg,7.69339742638424e-5,NNP
alpha,3.445,BB,0.08459570807871312,NNP
alpha,3.445,BAg,0.7872864070305169,NNP
alpha,3.445,AgAg,1.5293823282661116e-4,NNP
alpha,3.455,BB,0.06637155183479115,NNP
alpha,3.455,BAg,0.7839009479285485,NNP
alpha,3.455,AgAg,0,NNP
alpha,3.465,BB,0.052198675955016496,NNP
alpha,3.465,BAg,0.7704141779093877,NNP
alpha,3.465,AgAg,0,NNP
alpha,3.475,BB,0.040410441330713455,NNP
alpha,3.475,BAg,0.7559362128934016,NNP
alpha,3.475,AgAg,0,NNP
alpha,3.485,BB,0.03093126519986561,NNP
alpha,3.485,BAg,0.7478178538717852,NNP
alpha,3.485,AgAg,0,NNP
alpha,3.495,BB,0.0235604117470681,NNP
alpha,3.495,BAg,0.7451977051925357,NNP
alpha,3.495,AgAg,0,NNP
alpha,3.505,BB,0.01740229172252842,NNP
alpha,3.505,BAg,0.7209561323166654,NNP
alpha,3.505,AgAg,0,NNP
alpha,3.515,BB,0.01308972751169922,NNP
alpha,3.515,BAg,0.7117032933071861,NNP
alpha,3.515,AgAg,0,NNP
alpha,3.525,BB,0.009676025417218041,NNP
alpha,3.525,BAg,0.7013884596582513,NNP
alpha,3.525,AgAg,0,NNP
alpha,3.535,BB,0.0071571966329703465,NNP
alpha,3.535,BAg,0.6953794804654796,NNP
alpha,3.535,AgAg,0,NNP
alpha,3.545,BB,0.0053477105360904284,NNP
alpha,3.545,BAg,0.6861064129866773,NNP
alpha,3.545,AgAg,0,NNP
alpha,3.555,BB,0.004222389918752793,NNP
alpha,3.555,BAg,0.6828906482662516,NNP
alpha,3.555,AgAg,0,NNP
alpha,3.565,BB,0.0029698366140695417,NNP
alpha,3.565,BAg,0.6790478009968139,NNP
alpha,3.565,AgAg,0,NNP
alpha,3.575,BB,0.0023913574503824056,NNP
alpha,3.575,BAg,0.670550158175392,NNP
alpha,3.575,AgAg,0,NNP
alpha,3.585,BB,0.0019026605166322134,NNP
alpha,3.585,BAg,0.6622238954412896,NNP
alpha,3.585,AgAg,0,NNP
alpha,3.595,BB,0.0013778938660514587,NNP
alpha,3.595,BAg,0.6608708356043536,NNP
alpha,3.595,AgAg,0,NNP
alpha,3.605,BB,0.001165259817022895,NNP
alpha,3.605,BAg,0.6543269257783746,NNP
alpha,3.605,AgAg,0,NNP
alpha,3.615,BB,8.178416229190663e-4,NNP
alpha,3.615,BAg,0.6398798653682987,NNP
alpha,3.615,AgAg,0,NNP
alpha,3.625,BB,6.851712041609044e-4,NNP
alpha,3.625,BAg,0.6415099428545741,NNP
alpha,3.625,AgAg,0,NNP
alpha,3.635,BB,5.527735242823686e-4,NNP
alpha,3.635,BAg,0.6326375114487517,NNP
alpha,3.635,AgAg,0,NNP
alpha,3.645,BB,4.391095961981564e-4,NNP
alpha,3.645,BAg,0.6274652042232549,NNP
alpha,3.645,AgAg,0,NNP
alpha,3.655,BB,3.392701200749964e-4,NNP
alpha,3.655,BAg,0.6274652042232549,NNP
alpha,3.655,AgAg,0,NNP
alpha,3.665,BB,2.097532446125122e-4,NNP
alpha,3.665,BAg,0.623299825248501,NNP
alpha,3.665,AgAg,0,NNP
alpha,3.675,BB,1.6780259569000976e-4,NNP
alpha,3.675,BAg,0.6221962498665483,NNP
alpha,3.675,AgAg,1.3434391880513867e-4,NNP
alpha,3.685,BB,1.4884724355598998e-4,NNP
alpha,3.685,BAg,0.6221962498665483,NNP
alpha,3.685,AgAg,1.9442679598702164e-4,NNP
alpha,3.695,BB,9.982242994318338e-5,NNP
alpha,3.695,BAg,0.623299825248501,NNP
alpha,3.695,AgAg,1.5712195348144248e-4,NNP
alpha,3.705,BB,7.91965521714532e-5,NNP
alpha,3.705,BAg,0.623299825248501,NNP
alpha,3.705,AgAg,4.927493215690208e-4,NNP
alpha,3.715,BB,2.9950138218950343e-5,NNP
alpha,3.715,BAg,0.623299825248501,NNP
alpha,3.715,AgAg,6.215149461677178e-4,NNP
alpha,3.725,BB,2.7580719202197868e-5,NNP
alpha,3.725,BAg,0.6245202762309866,NNP
alpha,3.725,AgAg,0.0013077613480226868,NNP
alpha,3.735,BB,2.7444349762384776e-5,NNP
alpha,3.735,BAg,0.6233318536582624,NNP
alpha,3.735,AgAg,0.002305927367587856,NNP
alpha,3.745,BB,2.947284517960452e-5,NNP
alpha,3.745,BAg,0.6233318536582624,NNP
alpha,3.745,AgAg,0.002875843092345988,NNP
alpha,3.755,BB,2.2807788808739644e-5,NNP
alpha,3.755,BAg,0.6233318536582624,NNP
alpha,3.755,AgAg,0.00425867898323037,NNP
alpha,3.765,BB,1.0739093385280998e-6,NNP
alpha,3.765,BAg,0.6236650615001658,NNP
alpha,3.765,AgAg,0.004980835654039307,NNP
alpha,3.775,BB,1.0739093385280998e-6,NNP
alpha,3.775,BAg,0.6252765962228952,NNP
alpha,3.775,AgAg,0.00697449476052906,NNP
alpha,3.785,BB,2.130772497079563e-6,NNP
alpha,3.785,BAg,0.6252765962228952,NNP
alpha,3.785,AgAg,0.007893518731040336,NNP
alpha,3.795,BB,1.0568631585514635e-6,NNP
alpha,3.795,BAg,0.6290857293767945,NNP
alpha,3.795,AgAg,0.010377602869846427,NNP
alpha,3.805,BB,2.113726317102927e-6,NNP
alpha,3.805,BAg,0.6325768260407828,NNP
alpha,3.805,AgAg,0.011924068724119767,NNP
alpha,3.815,BB,1.0568631585514635e-6,NNP
alpha,3.815,BAg,0.636817499873572,NNP
alpha,3.815,AgAg,0.016202736594923217,NNP
alpha,3.825,BB,2.0966801371262905e-6,NNP
alpha,3.825,BAg,0.637202402692634,NNP
alpha,3.825,AgAg,0.01928079285225272,NNP
alpha,3.835,BB,2.0796339571496536e-6,NNP
alpha,3.835,BAg,0.637202402692634,NNP
alpha,3.835,AgAg,0.022573497222067595,NNP
alpha,3.845,BB,4.142221734322671e-6,NNP
alpha,3.845,BAg,0.637202402692634,NNP
alpha,3.845,AgAg,0.02669074320427214,NNP
alpha,3.855,BB,4.125175554346034e-6,NNP
alpha,3.855,BAg,0.6362904358673237,NNP
alpha,3.855,AgAg,0.03522762520045543,NNP
alpha,3.865,BB,0,NNP
alpha,3.865,BAg,0.6383177780150253,NNP
alpha,3.865,AgAg,0.04266535080904442,NNP
alpha,3.875,BB,0,NNP
alpha,3.875,BAg,0.6341310467670972,NNP
alpha,3.875,AgAg,0.04988308243986686,NNP
alpha,3.885,BB,0,NNP
alpha,3.885,BAg,0.6341310467670972,NNP
alpha,3.885,AgAg,0.06213022737010972,NNP
alpha,3.895,BB,0,NNP
alpha,3.895,BAg,0.6308298729539745,NNP
alpha,3.895,AgAg,0.07115765061307197,NNP
alpha,3.905,BB,0,NNP
alpha,3.905,BAg,0.6308298729539745,NNP
alpha,3.905,AgAg,0.08288287639162462,NNP
alpha,3.915,BB,0,NNP
alpha,3.915,BAg,0.6308298729539745,NNP
alpha,3.915,AgAg,0.09470816282250531,NNP
alpha,3.925,BB,0,NNP
alpha,3.925,BAg,0.6330909663027414,NNP
alpha,3.925,AgAg,0.10734904235215284,NNP
alpha,3.935,BB,1.977356877289835e-6,NNP
alpha,3.935,BAg,0.6313726702141408,NNP
alpha,3.935,AgAg,0.1199294903612306,NNP
alpha,3.945,BB,3.937667574603033e-6,NNP
alpha,3.945,BAg,0.6313726702141408,NNP
alpha,3.945,AgAg,0.13743743158599855,NNP
alpha,3.955,BB,3.920621394626397e-6,NNP
alpha,3.955,BAg,0.6313726702141408,NNP
alpha,3.955,AgAg,0.15673379717624425,NNP
alpha,3.965,BB,1.943264517336562e-6,NNP
alpha,3.965,BAg,0.6243696865149156,NNP
alpha,3.965,AgAg,0.1632054319569551,NNP
alpha,3.975,BB,9.71632258668281e-7,NNP
alpha,3.975,BAg,0.6243696865149156,NNP
alpha,3.975,AgAg,0.1755611211952983,NNP
alpha,3.985,BB,9.71632258668281e-7,NNP
alpha,3.985,BAg,0.6214669011670703,NNP
alpha,3.985,AgAg,0.18949976762918197,NNP
alpha,3.995,BB,1.9262183373599253e-6,NNP
alpha,3.995,BAg,0.6176352919361454,NNP
alpha,3.995,AgAg,0.2015758448704273,NNP
alpha,4.005,BB,1.9091721573832887e-6,NNP
alpha,4.005,BAg,0.608554956817837,NNP
alpha,4.005,AgAg,0.20877765511986884,NNP
alpha,4.015,BB,9.545860786916444e-7,NNP
alpha,4.015,BAg,0.6015334303550658,NNP
alpha,4.015,AgAg,0.2107118124214899,NNP
alpha,4.025,BB,9.375398987150078e-7,NNP
alpha,4.025,BAg,0.5970663100462446,NNP
alpha,4.025,AgAg,0.21873374813374102,NNP
alpha,4.035,BB,1.8750797974300157e-6,NNP
alpha,4.035,BAg,0.595240690689847,NNP
alpha,4.035,AgAg,0.22489543894260647,NNP
alpha,4.045,BB,0,NNP
alpha,4.045,BAg,0.5931352441744817,NNP
alpha,4.045,AgAg,0.22552904019288814,NNP
alpha,4.055,BB,8.386720548505162e-6,NNP
alpha,4.055,BAg,0.5877055858670428,NNP
alpha,4.055,AgAg,0.2323638451693309,NNP
alpha,4.065,BB,2.224526486951064e-5,NNP
alpha,4.065,BAg,0.5847904386768333,NNP
alpha,4.065,AgAg,0.23757141523996952,NNP
alpha,4.075,BB,3.0427431258296162e-5,NNP
alpha,4.075,BAg,0.5847904386768333,NNP
alpha,4.075,AgAg,0.23590513227472032,NNP
alpha,4.085,BB,4.128584790341362e-5,NNP
alpha,4.085,BAg,0.5828822197373671,NNP
alpha,4.085,AgAg,0.2323638451693309,NNP
alpha,4.095,BB,4.017784620493225e-5,NNP
alpha,4.095,BAg,0.5751965251984918,NNP
alpha,4.095,AgAg,0.22871715154633224,NNP
alpha,4.105,BB,6.905407508535449e-5,NNP
alpha,4.105,BAg,0.5661937325459214,NNP
alpha,4.105,AgAg,0.2219849639403955,NNP
alpha,4.115,BB,1.0307825031872096e-4,NNP
alpha,4.115,BAg,0.5644788078688745,NNP
alpha,4.115,AgAg,0.2153932796197835,NNP
alpha,4.125,BB,1.421821871851251e-4,NNP
alpha,4.125,BAg,0.5568273893474632,NNP
alpha,4.125,AgAg,0.20501404974746018,NNP
alpha,4.135,BB,1.85377207245922e-4,NNP
alpha,4.135,BAg,0.5467772115055038,NNP
alpha,4.135,AgAg,0.19056928932880454,NNP
alpha,4.145,BB,2.985638422907884e-4,NNP
alpha,4.145,BAg,0.5475239791646765,NNP
alpha,4.145,AgAg,0.1813406988510225,NNP
alpha,4.155,BB,4.18637134046216e-4,NNP
alpha,4.155,BAg,0.5454505610590727,NNP
alpha,4.155,AgAg,0.16469762565717827,NNP
alpha,4.165,BB,6.267028068410412e-4,NNP
alpha,4.165,BAg,0.5467772115055038,NNP
alpha,4.165,AgAg,0.15685163864135535,NNP
alpha,4.175,BB,8.69679056228018e-4,NNP
alpha,4.175,BAg,0.5477403114060472,NNP
alpha,4.175,AgAg,0.14861970339512418,NNP
alpha,4.185,BB,0.0010980808217349704,NNP
alpha,4.185,BAg,0.5468289064826625,NNP
alpha,4.185,AgAg,0.13884932109254147,NNP
alpha,4.195,BB,0.0014878758192607175,NNP
alpha,4.195,BAg,0.5467283260379733,NNP
alpha,4.195,AgAg,0.12635800957630416,NNP
alpha,4.205,BB,0.002138954663468349,NNP
alpha,4.205,BAg,0.5468794776559699,NNP
alpha,4.205,AgAg,0.1136106775988837,NNP
alpha,4.215,BB,0.0029251756225307543,NNP
alpha,4.215,BAg,0.5462321666376351,NNP
alpha,4.215,AgAg,0.10132622782613528,NNP
alpha,4.225,BB,0.0042143270756238435,NNP
alpha,4.225,BAg,0.5467283260379733,NNP
alpha,4.225,AgAg,0.09527924069188978,NNP
alpha,4.235,BB,0.005965975483843034,NNP
alpha,4.235,BAg,0.547389684604449,NNP
alpha,4.235,AgAg,0.08653793745593294,NNP
alpha,4.245,BB,0.00828654014878247,NNP
alpha,4.245,BAg,0.547389684604449,NNP
alpha,4.245,AgAg,0.0727421185966267,NNP
alpha,4.255,BB,0.011500341690677632,NNP
alpha,4.255,BAg,0.5482522040603033,NNP
alpha,4.255,AgAg,0.06272419948863313,NNP
alpha,4.265,BB,0.015607380109528526,NNP
alpha,4.265,BAg,0.5515792253620053,NNP
alpha,4.265,AgAg,0.055030104775473085,NNP
alpha,4.275,BB,0.021375057381703345,NNP
alpha,4.275,BAg,0.5485595644136272,NNP
alpha,4.275,AgAg,0.047005612345044,NNP
alpha,4.285,BB,0.028769161823988986,NNP
alpha,4.285,BAg,0.5504728404704242,NNP
alpha,4.285,AgAg,0.042420022078423616,NNP
alpha,4.295,BB,0.038315499903944776,NNP
alpha,4.295,BAg,0.5515792253620053,NNP
alpha,4.295,AgAg,0.03678559628652955,NNP
alpha,4.305,BB,0.05081418521731408,NNP
alpha,4.305,BAg,0.5555041103125861,NNP
alpha,4.305,AgAg,0.030197165970871315,NNP
alpha,4.315,BB,0.06634891450778219,NNP
alpha,4.315,BAg,0.5579096124562418,NNP
alpha,4.315,AgAg,0.025618548572008983,NNP
alpha,4.325,BB,0.08418798049985196,NNP
